Start_Date,Location,Pollutant,AQI_Value,AQI_Category,Year
2019-01-01 00:00:00+00:00,Flushing - Clearview,Fine particles (PM 2.5),6.61,Good,2019
2008-12-01 00:00:00+00:00,Flushing - Clearview,Fine particles (PM 2.5),12.74,Good,2008
2019-06-01 00:00:00+00:00,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),8.11,Good,2019
2015-06-01 00:00:00+00:00,East Harlem,Fine particles (PM 2.5),10.18,Good,2015
2022-01-01 00:00:00+00:00,South Beach and Willowbrook (CD2),Fine particles (PM 2.5),5.205622176,Good,2022
2019-01-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),6.14,Good,2019
2017-12-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),8.02,Good,2017
2022-01-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),5.429250666,Good,2022
2008-12-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),12.09,Good,2008
2013-12-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),11.97,Good,2013
2019-01-01 00:00:00+00:00,Long Island City and Astoria (CD1),Fine particles (PM 2.5),7.21,Good,2019
2008-12-01 00:00:00+00:00,South Beach and Willowbrook (CD2),Fine particles (PM 2.5),11.77,Good,2008
2013-12-01 00:00:00+00:00,South Beach and Willowbrook (CD2),Fine particles (PM 2.5),11.85,Good,2013
2019-01-01 00:00:00+00:00,South Beach and Willowbrook (CD2),Fine particles (PM 2.5),5.88,Good,2019
2021-12-01 00:00:00+00:00,South Beach and Willowbrook (CD2),Fine particles (PM 2.5),6.148464945,Good,2021
2021-06-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),8.261454273,Good,2021
2021-12-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),6.42429901,Good,2021
2013-06-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),9.47,Good,2013
2012-06-01 00:00:00+00:00,St. George and Stapleton (CD1),Fine particles (PM 2.5),9.98,Good,2012
2014-12-01 00:00:00+00:00,Rockaways,Fine particles (PM 2.5),7.4,Good,2014
2016-06-01 00:00:00+00:00,Queens Village (CD13),Nitrogen dioxide (NO2),12.15,Good,2016
2010-06-01 00:00:00+00:00,Coney Island (CD13),Nitrogen dioxide (NO2),12.65,Good,2010
2010-06-01 00:00:00+00:00,Sheepshead Bay (CD15),Nitrogen dioxide (NO2),14.44,Good,2010
2011-06-01 00:00:00+00:00,Sheepshead Bay (CD15),Nitrogen dioxide (NO2),14.61,Good,2011
2012-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),9.63,Good,2012
2013-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),9.77,Good,2013
2016-12-01 00:00:00+00:00,Sheepshead Bay (CD15),Fine particles (PM 2.5),7.4,Good,2016
2020-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),6.58,Good,2020
2018-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),8.07,Good,2018
2017-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),8.36,Good,2017
2013-06-01 00:00:00+00:00,Coney Island (CD13),Nitrogen dioxide (NO2),9.53,Good,2013
2012-06-01 00:00:00+00:00,Coney Island (CD13),Nitrogen dioxide (NO2),10.96,Good,2012
2013-06-01 00:00:00+00:00,Sheepshead Bay (CD15),Nitrogen dioxide (NO2),11.46,Good,2013
2020-06-01 00:00:00+00:00,Queens Village (CD13),Nitrogen dioxide (NO2),8.42,Good,2020
2018-06-01 00:00:00+00:00,Queens Village (CD13),Nitrogen dioxide (NO2),12.27,Good,2018
2017-06-01 00:00:00+00:00,Queens Village (CD13),Nitrogen dioxide (NO2),12.64,Good,2017
2016-12-01 00:00:00+00:00,Queens Village (CD13),Nitrogen dioxide (NO2),24.09,Good,2016
2016-12-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),7.72,Good,2016
2010-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),10.99,Good,2010
2011-06-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),10.81,Good,2011
2015-12-01 00:00:00+00:00,Queens Village (CD13),Fine particles (PM 2.5),6.9,Good,2015
2011-06-01 00:00:00+00:00,Coney Island (CD13),Fine particles (PM 2.5),11.02,Good,2011
2010-06-01 00:00:00+00:00,Coney Island (CD13),Fine particles (PM 2.5),11.32,Good,2010
2009-12-01 00:00:00+00:00,Long Island City - Astoria,Fine particles (PM 2.5),10.05,Good,2009
2022-12-01 00:00:00+00:00,South Bronx,Fine particles (PM 2.5),6.673858161,Good,2022
2023-01-01 00:00:00+00:00,South Bronx,Fine particles (PM 2.5),7.041579913,Good,2023
2015-06-01 00:00:00+00:00,Jamaica,Fine particles (PM 2.5),9.08,Good,2015
2005-01-01 00:00:00+00:00,Coney Island (CD13),Annual vehicle miles traveled,31.85136,Good,2005
2019-01-01 00:00:00+00:00,Queens Village (CD13),Annual vehicle miles traveled,74.854797,Moderate,2019
2010-01-01 00:00:00+00:00,Queens Village (CD13),Annual vehicle miles traveled,77.168459,Moderate,2010
2018-06-01 00:00:00+00:00,Jamaica,Nitrogen dioxide (NO2),12.77,Good,2018
2023-06-01 00:00:00+00:00,Borough Park,Fine particles (PM 2.5),8.616311108,Good,2023
2014-12-01 00:00:00+00:00,Queens,Fine particles (PM 2.5),8.89,Good,2014
2015-01-01 00:00:00+00:00,Canarsie - Flatlands,Fine particles (PM 2.5),8.1,Good,2015
2015-01-01 00:00:00+00:00,Willowbrook,Asthma emergency department visits due to PM2.5,12.9,Good,2015
2009-01-01 00:00:00+00:00,Willowbrook,Asthma emergency department visits due to PM2.5,16.0,Good,2009
2005-01-01 00:00:00+00:00,Ridgewood - Forest Hills,Asthma emergency department visits due to PM2.5,19.1,Good,2005
2012-01-02 00:00:00+00:00,Flushing - Clearview,Asthma emergency department visits due to PM2.5,9.559987004,Good,2012
2015-01-01 00:00:00+00:00,Flushing - Clearview,Asthma emergency department visits due to PM2.5,7.9,Good,2015
2019-12-01 00:00:00+00:00,Southern SI,Nitrogen dioxide (NO2),16.54,Good,2019
2022-12-01 00:00:00+00:00,Southern SI,Nitrogen dioxide (NO2),16.28567959,Good,2022
2023-01-01 00:00:00+00:00,Southern SI,Nitrogen dioxide (NO2),11.32094611,Good,2023
2015-06-01 00:00:00+00:00,Southern SI,Nitrogen dioxide (NO2),7.78,Good,2015
2023-06-01 00:00:00+00:00,Park Slope and Carroll Gardens (CD6),Nitrogen dioxide (NO2),13.8400048,Good,2023
2008-12-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Nitrogen dioxide (NO2),27.75,Good,2008
2014-06-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Nitrogen dioxide (NO2),17.13,Good,2014
2018-12-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Nitrogen dioxide (NO2),23.59,Good,2018
2020-01-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),15.71,Good,2020
2022-01-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),14.72709895,Good,2022
2008-12-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),27.99,Good,2008
2017-12-01 00:00:00+00:00,Riverdale and Fieldston (CD8),Nitrogen dioxide (NO2),21.31,Good,2017
2013-12-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),26.71,Good,2013
2017-12-01 00:00:00+00:00,Clinton and Chelsea (CD4),Nitrogen dioxide (NO2),30.19,Good,2017
2019-01-01 00:00:00+00:00,Clinton and Chelsea (CD4),Nitrogen dioxide (NO2),24.6,Good,2019
2012-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),16.29,Good,2012
2013-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),16.23,Good,2013
2017-12-01 00:00:00+00:00,Flushing - Clearview,Nitrogen dioxide (NO2),24.42,Good,2017
2019-01-01 00:00:00+00:00,Upper East Side,Nitrogen dioxide (NO2),22.13,Good,2019
2013-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),21.86,Good,2013
2022-01-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),11.90257585,Good,2022
2017-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),19.5,Good,2017
2019-01-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),12.21,Good,2019
2008-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),22.46,Good,2008
2009-12-01 00:00:00+00:00,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),22.61,Good,2009
2019-01-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),5.9,Good,2019
2017-12-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),7.81,Good,2017
2011-12-01 00:00:00+00:00,Morningside Heights and Hamilton Heights (CD9),Fine particles (PM 2.5),10.05,Good,2011
2011-12-01 00:00:00+00:00,Bayside and Little Neck (CD11),Fine particles (PM 2.5),8.53,Good,2011
2012-06-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),9.78,Good,2012
2021-06-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),8.145374336,Good,2021
2018-01-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),6.36,Good,2018
2013-06-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),9.34,Good,2013
2021-12-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),6.359380661,Good,2021
2015-12-31 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),6.8,Good,2015
2015-01-01 00:00:00+00:00,Stapleton - St. George,Boiler Emissions- Total SO2 Emissions,0.2,Good,2015
2018-01-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),10.52,Good,2018
2021-06-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),4.93966153,Good,2021
2021-12-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),15.71842721,Good,2021
2013-06-01 00:00:00+00:00,Rockaways,Ozone (O3),36.84,Good,2013
2020-12-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),19.04557254,Good,2020
2015-01-01 00:00:00+00:00,Stapleton - St. George,Asthma emergency department visits due to PM2.5,32.0,Good,2015
2012-01-02 00:00:00+00:00,West Queens,Asthma emergency department visits due to PM2.5,13.56326935,Good,2012
2015-01-01 00:00:00+00:00,West Queens,Asthma emergency department visits due to PM2.5,14.7,Good,2015
2012-01-02 00:00:00+00:00,Stapleton - St. George,Asthma emergency department visits due to PM2.5,39.58801033,Good,2012
2017-01-01 00:00:00+00:00,Stapleton - St. George,Asthma emergency department visits due to PM2.5,30.0,Good,2017
2019-06-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),7.33,Good,2019
2019-12-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),17.57,Good,2019
2022-12-01 00:00:00+00:00,Rockaways,Nitrogen dioxide (NO2),11.90192295,Good,2022
2008-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),26.99,Good,2008
2010-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),25.21,Good,2010
2018-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),22.82,Good,2018
2020-01-01 00:00:00+00:00,Bensonhurst (CD11),Nitrogen dioxide (NO2),15.36,Good,2020
2018-12-01 00:00:00+00:00,Bensonhurst (CD11),Nitrogen dioxide (NO2),20.84,Good,2018
2023-06-01 00:00:00+00:00,Bensonhurst (CD11),Nitrogen dioxide (NO2),10.75587857,Good,2023
2013-12-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),28.18,Good,2013
2015-06-01 00:00:00+00:00,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),14.32,Good,2015
2021-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),11.09443583,Good,2021
2018-01-01 00:00:00+00:00,Clinton and Chelsea (CD4),Nitrogen dioxide (NO2),25.71,Good,2018
2012-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),18.52,Good,2012
2013-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),18.07,Good,2013
2018-01-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),18.33,Good,2018
2022-12-01 00:00:00+00:00,Ridgewood - Forest Hills,Nitrogen dioxide (NO2),21.96049467,Good,2022
2021-06-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),8.638720379,Good,2021
2021-12-01 00:00:00+00:00,Bedford Stuyvesant - Crown Heights,Nitrogen dioxide (NO2),21.90490099,Good,2021
2019-01-01 00:00:00+00:00,East Harlem,Fine particles (PM 2.5),7.11,Good,2019
2017-12-01 00:00:00+00:00,Flushing - Clearview,Fine particles (PM 2.5),7.94,Good,2017
2022-01-01 00:00:00+00:00,Flushing - Clearview,Fine particles (PM 2.5),5.8536927,Good,2022
2014-12-01 00:00:00+00:00,Willowbrook,Fine particles (PM 2.5),8.75,Good,2014
2011-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),15.31,Good,2011
2022-06-01 00:00:00+00:00,Flushing - Clearview,Nitrogen dioxide (NO2),11.04857139,Good,2022
2022-12-01 00:00:00+00:00,East Harlem,Nitrogen dioxide (NO2),20.16780596,Good,2022
2015-06-01 00:00:00+00:00,Upper East Side,Nitrogen dioxide (NO2),21.57,Good,2015
2023-01-01 00:00:00+00:00,Upper East Side,Nitrogen dioxide (NO2),18.98075633,Good,2023
2019-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),18.46,Good,2019
2023-01-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),12.776213,Good,2023
2022-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),17.20221576,Good,2022
2019-06-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),10.36,Good,2019
2019-01-01 00:00:00+00:00,Flushing - Clearview,Nitrogen dioxide (NO2),16.26,Good,2019
2022-01-01 00:00:00+00:00,Flushing - Clearview,Nitrogen dioxide (NO2),15.1669961,Good,2022
2013-12-01 00:00:00+00:00,Crotona -Tremont,Nitrogen dioxide (NO2),27.83,Good,2013
2017-01-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),13.86,Good,2017
2010-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),23.98,Good,2010
2022-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),10.47257775,Good,2022
2011-12-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),19.36,Good,2011
2022-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),11.03706471,Good,2022
2011-12-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),21.83,Good,2011
2018-06-01 00:00:00+00:00,Flushing - Clearview,Nitrogen dioxide (NO2),12.95,Good,2018
2017-12-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),25.27,Good,2017
2012-06-01 00:00:00+00:00,Bayside and Little Neck (CD11),Nitrogen dioxide (NO2),14.96,Good,2012
2013-06-01 00:00:00+00:00,Bayside and Little Neck (CD11),Nitrogen dioxide (NO2),14.43,Good,2013
2015-12-31 00:00:00+00:00,Bayside and Little Neck (CD11),Nitrogen dioxide (NO2),16.78,Good,2015
2013-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),17.63,Good,2013
2012-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),17.52,Good,2012
2015-12-31 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),18.69,Good,2015
2017-12-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),20.07,Good,2017
2019-01-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),13.33,Good,2019
2008-12-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),23.27,Good,2008
2022-01-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),13.08108638,Good,2022
2013-12-01 00:00:00+00:00,West Queens,Nitrogen dioxide (NO2),29.51,Good,2013
2018-01-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),18.17,Good,2018
2021-06-01 00:00:00+00:00,Kew Gardens and Woodhaven (CD9),Nitrogen dioxide (NO2),10.83129232,Good,2021
2011-12-01 00:00:00+00:00,South Crown Heights and Lefferts Gardens (CD9),Nitrogen dioxide (NO2),22.7,Good,2011
2012-06-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),12.22,Good,2012
2015-12-31 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),14.93,Good,2015
2011-12-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),16.01,Good,2011
2022-06-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),8.706739022,Good,2022
2009-12-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),8.64,Good,2009
2019-06-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),7.43,Good,2019
2019-12-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),7.24,Good,2019
2013-12-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),11.55,Good,2013
2022-01-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),5.306275762,Good,2022
2013-12-01 00:00:00+00:00,West Queens,Fine particles (PM 2.5),12.41,Good,2013
2017-01-01 00:00:00+00:00,Stapleton - St. George,Fine particles (PM 2.5),6.8,Good,2017
2012-12-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),20.93,Good,2012
2019-06-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),11.42,Good,2019
2019-12-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),20.53,Good,2019
2009-12-01 00:00:00+00:00,Stapleton - St. George,Nitrogen dioxide (NO2),17.38,Good,2009
2013-06-01 00:00:00+00:00,Southwest Queens,Nitrogen dioxide (NO2),16.56,Good,2013
2012-06-01 00:00:00+00:00,Southwest Queens,Nitrogen dioxide (NO2),16.3,Good,2012
2015-01-01 00:00:00+00:00,Northeast Bronx,Asthma emergency department visits due to PM2.5,48.4,Good,2015
2017-01-01 00:00:00+00:00,Fresh Meadows,Asthma emergency department visits due to PM2.5,10.0,Good,2017
2017-01-01 00:00:00+00:00,Central Harlem - Morningside Heights,Asthma emergency department visits due to PM2.5,75.0,Moderate,2017
2012-01-02 00:00:00+00:00,Fresh Meadows,Asthma emergency department visits due to PM2.5,16.72384887,Good,2012
2015-01-01 00:00:00+00:00,Fresh Meadows,Asthma emergency department visits due to PM2.5,12.7,Good,2015
2015-01-01 00:00:00+00:00,Chelsea - Clinton,Asthma emergency department visits due to PM2.5,20.4,Good,2015
2023-06-01 00:00:00+00:00,Brownsville (CD16),Nitrogen dioxide (NO2),13.2820744,Good,2023
2022-01-01 00:00:00+00:00,Fordham and University Heights (CD5),Nitrogen dioxide (NO2),17.1330789,Good,2022
2017-12-01 00:00:00+00:00,Ridgewood and Maspeth (CD5),Nitrogen dioxide (NO2),25.7,Good,2017
2013-12-01 00:00:00+00:00,Ridgewood and Maspeth (CD5),Nitrogen dioxide (NO2),28.03,Good,2013
2022-01-01 00:00:00+00:00,Ridgewood and Maspeth (CD5),Nitrogen dioxide (NO2),15.87622947,Good,2022
2017-12-01 00:00:00+00:00,East New York and Starrett City (CD5),Nitrogen dioxide (NO2),24.09,Good,2017
2015-12-31 00:00:00+00:00,Fordham and University Heights (CD5),Nitrogen dioxide (NO2),21.18,Good,2015
2021-12-01 00:00:00+00:00,Fordham and University Heights (CD5),Nitrogen dioxide (NO2),22.18287531,Good,2021
2013-12-01 00:00:00+00:00,Fresh Meadows,Nitrogen dioxide (NO2),27.13,Good,2013
2017-12-01 00:00:00+00:00,Fresh Meadows,Nitrogen dioxide (NO2),24.31,Good,2017
2022-01-01 00:00:00+00:00,Fresh Meadows,Nitrogen dioxide (NO2),14.84726748,Good,2022
2022-01-01 00:00:00+00:00,Northeast Bronx,Nitrogen dioxide (NO2),15.40448714,Good,2022
2022-01-01 00:00:00+00:00,Chelsea - Clinton,Nitrogen dioxide (NO2),22.87959806,Good,2022
2018-01-01 00:00:00+00:00,Ridgewood and Maspeth (CD5),Nitrogen dioxide (NO2),18.5,Good,2018
2021-12-01 00:00:00+00:00,Ridgewood and Maspeth (CD5),Nitrogen dioxide (NO2),21.799273,Good,2021
2018-01-01 00:00:00+00:00,East New York and Starrett City (CD5),Nitrogen dioxide (NO2),17.17,Good,2018
2022-06-01 00:00:00+00:00,Brownsville (CD16),Nitrogen dioxide (NO2),11.23771298,Good,2022
2013-06-01 00:00:00+00:00,Downtown - Heights - Slope,Nitrogen dioxide (NO2),19.95,Good,2013
2012-06-01 00:00:00+00:00,Fresh Meadows,Nitrogen dioxide (NO2),16.63,Good,2012
2013-06-01 00:00:00+00:00,Fresh Meadows,Nitrogen dioxide (NO2),16.42,Good,2013
2013-12-01 00:00:00+00:00,Fresh Meadows,Fine particles (PM 2.5),11.1,Good,2013
2008-12-01 00:00:00+00:00,Fresh Meadows,Fine particles (PM 2.5),12.76,Good,2008
2013-12-01 00:00:00+00:00,Central Harlem - Morningside Heights,Fine particles (PM 2.5),13.1,Good,2013
2018-06-01 00:00:00+00:00,East Harlem,Nitrogen dioxide (NO2),16.41,Good,2018
2018-06-01 00:00:00+00:00,Upper East Side,Nitrogen dioxide (NO2),19.87,Good,2018
2017-06-01 00:00:00+00:00,Bedford Stuyvesant - Crown Heights,Fine particles (PM 2.5),9.14,Good,2017
2018-06-01 00:00:00+00:00,East Harlem,Fine particles (PM 2.5),8.72,Good,2018
2020-06-01 00:00:00+00:00,Upper East Side,Fine particles (PM 2.5),7.44,Good,2020
2018-06-01 00:00:00+00:00,Upper East Side,Fine particles (PM 2.5),10.03,Good,2018
2016-12-01 00:00:00+00:00,Ridgewood - Forest Hills,Fine particles (PM 2.5),7.93,Good,2016
2017-06-01 00:00:00+00:00,Ridgewood - Forest Hills,Fine particles (PM 2.5),8.85,Good,2017
2021-12-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Fine particles (PM 2.5),6.5149572,Good,2021
2012-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Fine particles (PM 2.5),9.93,Good,2012
2013-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Fine particles (PM 2.5),9.99,Good,2013
2016-12-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),18.77,Good,2016
2020-06-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),7.84,Good,2020
2012-06-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),11.78,Good,2012
2013-06-01 00:00:00+00:00,Willowbrook,Nitrogen dioxide (NO2),11.13,Good,2013
2021-12-01 00:00:00+00:00,Flushing - Clearview,Nitrogen dioxide (NO2),20.91385412,Good,2021
2021-06-01 00:00:00+00:00,Flushing - Clearview,Ozone (O3),30.79339162,Good,2021
2012-06-01 00:00:00+00:00,Fordham - Bronx Pk,Ozone (O3),34.08,Good,2012
2021-06-01 00:00:00+00:00,Willowbrook,Ozone (O3),29.08620829,Good,2021
2013-06-01 00:00:00+00:00,Willowbrook,Ozone (O3),30.48,Good,2013
2012-06-01 00:00:00+00:00,Willowbrook,Ozone (O3),32.76,Good,2012
2012-06-01 00:00:00+00:00,Flushing - Clearview,Ozone (O3),34.46,Good,2012
2013-06-01 00:00:00+00:00,Crown Heights and Prospect Heights (CD8),Ozone (O3),29.02,Good,2013
2013-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Ozone (O3),30.38,Good,2013
2011-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),17.23,Good,2011
2020-12-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),21.1377716,Good,2020
2010-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),17.72,Good,2010
2016-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Ozone (O3),32.7,Good,2016
2011-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),19.58,Good,2011
2010-06-01 00:00:00+00:00,Rego Park and Forest Hills (CD6),Nitrogen dioxide (NO2),19.61,Good,2010
2015-12-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),22.27,Good,2015
2016-06-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),13.27,Good,2016
2020-12-01 00:00:00+00:00,Hillcrest and Fresh Meadows (CD8),Nitrogen dioxide (NO2),19.89414969,Good,2020
2017-01-01 00:00:00+00:00,East Flatbush - Flatbush,Fine particles (PM 2.5),7.36,Good,2017
2021-01-01 00:00:00+00:00,Southwest Queens,Fine particles (PM 2.5),6.297781718,Good,2021
2014-12-01 00:00:00+00:00,Gramercy Park - Murray Hill,Fine particles (PM 2.5),12.55,Good,2014
2021-01-01 00:00:00+00:00,Gramercy Park - Murray Hill,Fine particles (PM 2.5),8.154833608,Good,2021
2020-12-01 00:00:00+00:00,Greenpoint,Fine particles (PM 2.5),7.991917191,Good,2020
2015-12-01 00:00:00+00:00,Washington Heights,Fine particles (PM 2.5),8.5,Good,2015
2011-06-01 00:00:00+00:00,Central Harlem - Morningside Heights,Fine particles (PM 2.5),11.93,Good,2011
2010-06-01 00:00:00+00:00,Ridgewood - Forest Hills,Fine particles (PM 2.5),11.73,Good,2010
2020-12-01 00:00:00+00:00,Ridgewood - Forest Hills,Fine particles (PM 2.5),6.716234864,Good,2020
2010-06-01 00:00:00+00:00,Kingsbridge - Riverdale,Fine particles (PM 2.5),11.83,Good,2010
2011-06-01 00:00:00+00:00,Kingsbridge - Riverdale,Fine particles (PM 2.5),11.3,Good,2011
2020-12-01 00:00:00+00:00,Northeast Bronx,Fine particles (PM 2.5),6.322062625,Good,2020
2018-06-01 00:00:00+00:00,Bedford Stuyvesant (CD3),Fine particles (PM 2.5),8.55,Good,2018
2020-06-01 00:00:00+00:00,Jackson Heights (CD3),Fine particles (PM 2.5),7.12,Good,2020
2018-06-01 00:00:00+00:00,Elmhurst and Corona (CD4),Fine particles (PM 2.5),8.53,Good,2018
2020-01-01 00:00:00+00:00,Highbridge and Concourse (CD4),Fine particles (PM 2.5),6.12,Good,2020
2014-06-01 00:00:00+00:00,Bushwick (CD4),Fine particles (PM 2.5),9.03,Good,2014
2010-12-01 00:00:00+00:00,Jackson Heights (CD3),Fine particles (PM 2.5),9.94,Good,2010
2014-06-01 00:00:00+00:00,Jackson Heights (CD3),Fine particles (PM 2.5),8.2,Good,2014
